contrast,mutation_class,ratio,SE,df,null,z.ratio,p_value_bonferroni,significant,sig_label
bpertussis / lmonocytogenesA,C->G,0.1961332707227601,0.05402683830540239,Inf,1,-5.913605882823193,3.0457536035228836e-7,TRUE,***
bpertussis / mtuberculosis,C->G,0.05170726987960926,0.01396964351760081,Inf,1,-10.96413416574019,5.172622563017368e-26,TRUE,***
bpertussis / nmeningitidis,C->G,0.8830338542072186,0.2563916356440976,Inf,1,-0.42841536759750937,1,FALSE,ns
bpertussis / paeruginosa,C->G,0.17229215421755678,0.0466580993587087,Inf,1,-6.493764803007946,7.61828462003624e-9,TRUE,***
bpertussis / sagalactiae,C->G,0.21318249347605955,0.05939990559053943,Inf,1,-5.547084421239676,2.643299860080474e-6,TRUE,***
bpertussis / saureus,C->G,0.09979104076849438,0.027209895114199446,Inf,1,-8.452296588506739,2.5992139044899162e-15,TRUE,***
bpertussis / sepidermidis,C->G,0.13588872444939926,0.03725752368234441,Inf,1,-7.279680740844331,3.044960965488234e-11,TRUE,***
bpertussis / spneumoniae,C->G,0.3388106998507342,0.09544740645144482,Inf,1,-3.8419008716614473,0.011109748137654899,TRUE,*
cjejuni / ecoli,C->G,0.38560270901969507,0.11473302687274121,Inf,1,-3.202732649386296,0.12387856764266021,FALSE,ns
cjejuni / hinfluenzae,C->G,1.1193149901962134,0.34999525085007094,Inf,1,0.36047830848362183,1,FALSE,ns
cjejuni / kpneumoniae,C->G,0.1537595342040404,0.04555098176954083,Inf,1,-6.320259518268283,2.3762320241653402e-8,TRUE,***
cjejuni / lmonocytogenesA,C->G,0.5171590132238746,0.15570711814016394,Inf,1,-2.1901193889353974,1,FALSE,ns
cjejuni / mtuberculosis,C->G,0.13634035963861674,0.04039561283720204,Inf,1,-6.725282793501321,1.5947908221161083e-9,TRUE,***
cjejuni / nmeningitidis,C->G,2.3283602776940087,0.7328145676821636,Inf,1,2.685327251906365,0.6593752706565802,FALSE,ns
cjejuni / paeruginosa,C->G,0.4542953887069781,0.13486413410210596,Inf,1,-2.6578047783544085,0.7157280885841477,FALSE,ns
cjejuni / sagalactiae,C->G,0.5621139521938858,0.17086833663882517,Inf,1,-1.8950622164067001,1,FALSE,ns
cjejuni / saureus,C->G,0.26312637311477416,0.07855813369618551,Inf,1,-4.471917699654083,7.054434979528518e-4,TRUE,***
cjejuni / sepidermidis,C->G,0.3583077893186187,0.10746667138497595,Inf,1,-3.42202677781949,0.05656213449415676,FALSE,ns
cjejuni / spneumoniae,C->G,0.893367079225294,0.2740734593828432,Inf,1,-0.36754392363237165,1,FALSE,ns
ecoli / hinfluenzae,C->G,2.9027674443517544,0.8068077890744905,Inf,1,3.8340934126920416,0.011468570275663857,TRUE,*
ecoli / kpneumoniae,C->G,0.39875117733207355,0.10334438391939808,Inf,1,-3.547545259814479,0.03538434325390655,TRUE,*
ecoli / lmonocytogenesA,C->G,1.3411705911989849,0.35505705032149504,Inf,1,1.1088104888442265,1,FALSE,ns
ecoli / mtuberculosis,C->G,0.3535772868018233,0.09165213444071792,Inf,1,-4.0107931409579844,0.005506875347872194,TRUE,**
ecoli / nmeningitidis,C->G,6.038236307035605,1.6919760090700087,Inf,1,6.417008814554469,1.2646987011311888e-8,TRUE,***
ecoli / paeruginosa,C->G,1.1781436646591985,0.3061788639267287,Inf,1,0.6308237943396692,1,FALSE,ns
ecoli / sagalactiae,C->G,1.4577541574407746,0.39073994190004335,Inf,1,1.406109573762827,1,FALSE,ns
ecoli / saureus,C->G,0.6823768789999208,0.17866179479539848,Inf,1,-1.4596636737616444,1,FALSE,ns
ecoli / sepidermidis,C->G,0.9292149171605475,0.24475041321974397,Inf,1,-0.27872689081849744,1,FALSE,ns
ecoli / spneumoniae,C->G,2.316807061590598,0.628423762523385,Inf,1,3.0975245915787832,0.1775812262950684,FALSE,ns
hinfluenzae / kpneumoniae,C->G,0.13736931565357371,0.0379892104720671,Inf,1,-7.178074673902782,6.433694955107831e-11,TRUE,***
hinfluenzae / lmonocytogenesA,C->G,0.4620317048851617,0.13018156005968856,Inf,1,-2.7403630382134896,0.5584793248423181,FALSE,ns
hinfluenzae / mtuberculosis,C->G,0.12180696303791713,0.03369042415009125,Inf,1,-7.611728517677839,2.4611331557068247e-12,TRUE,***
hinfluenzae / nmeningitidis,C->G,2.0801653672893745,0.6164255562886529,Inf,1,2.47168808453214,1,FALSE,ns
hinfluenzae / paeruginosa,C->G,0.4058691187789249,0.11251253894262893,Inf,1,-3.2528120636214295,0.1039848321660471,FALSE,ns
hinfluenzae / sagalactiae,C->G,0.5021946075209343,0.14305644308689625,Inf,1,-2.4178943082871434,1,FALSE,ns
hinfluenzae / saureus,C->G,0.23507803917523581,0.06559420901158759,Inf,1,-5.18879428090001,1.9261065946331262e-5,TRUE,***
hinfluenzae / sepidermidis,C->G,0.32011345551247206,0.08979350022978831,Inf,1,-4.060814749005678,0.004450060399450335,TRUE,**
hinfluenzae / spneumoniae,C->G,0.7981373313589669,0.2297634611382442,Inf,1,-0.783238971773108,1,FALSE,ns
kpneumoniae / lmonocytogenesA,C->G,3.363427288597269,0.8854822740392728,Inf,1,4.607324730954156,3.711733061328434e-4,TRUE,***
kpneumoniae / mtuberculosis,C->G,0.8867115808096282,0.22851618496175505,Inf,1,-0.4665499777595431,1,FALSE,ns
kpneumoniae / nmeningitidis,C->G,15.142867658562574,4.222199324438144,Inf,1,9.746387729928582,1.739456758527166e-20,TRUE,***
kpneumoniae / paeruginosa,C->G,2.954583538892123,0.7634189830038923,Inf,1,4.192810131446626,0.0025072323312530834,TRUE,**
kpneumoniae / sagalactiae,C->G,3.6557990052698464,0.9746081910586039,Inf,1,4.862534446494603,1.0546190450649177e-4,TRUE,***
kpneumoniae / saureus,C->G,1.7112849260170293,0.44550968814314224,Inf,1,2.063655294133905,1,FALSE,ns
kpneumoniae / sepidermidis,C->G,2.3303126610876745,0.6103499623323649,Inf,1,3.230032501483917,0.11263629324946779,FALSE,ns
kpneumoniae / spneumoniae,C->G,5.8101572943098745,1.567657878884378,Inf,1,6.521574204982174,6.331169060643821e-9,TRUE,***
lmonocytogenesA / mtuberculosis,C->G,0.2636333432316995,0.06941750829424705,Inf,1,-5.063202718496487,3.751666600979042e-5,TRUE,***
lmonocytogenesA / nmeningitidis,C->G,4.502213474303459,1.278615899713769,Inf,1,5.2978314615651385,1.0663930799879013e-5,TRUE,***
lmonocytogenesA / paeruginosa,C->G,0.8784443026043072,0.23188163381725402,Inf,1,-0.49097816194225635,1,FALSE,ns
lmonocytogenesA / sagalactiae,C->G,1.0869267243159322,0.2956448973683128,Inf,1,0.30644838745408526,1,FALSE,ns
lmonocytogenesA / saureus,C->G,0.5087920086212798,0.13527675927765412,Inf,1,-2.5414482813038948,1,FALSE,ns
lmonocytogenesA / sepidermidis,C->G,0.6928387210830834,0.18528298939016694,Inf,1,-1.3721860534821737,1,FALSE,ns
lmonocytogenesA / spneumoniae,C->G,1.7274514344363974,0.4753195106511353,Inf,1,1.9866771819700126,1,FALSE,ns
mtuberculosis / nmeningitidis,C->G,17.07755710682847,4.762328079353567,Inf,1,10.17613562624932,2.3061803681319057e-22,TRUE,***
mtuberculosis / paeruginosa,C->G,3.3320682878579153,0.861101565347243,Inf,1,4.6573539716265,2.914725112412383e-4,TRUE,***
mtuberculosis / sagalactiae,C->G,4.122872740572366,1.0993011315094134,Inf,1,5.312699119785684,9.829210181346859e-6,TRUE,***
mtuberculosis / saureus,C->G,1.929922832917677,0.5025131476041671,Inf,1,2.525079606850624,1,FALSE,ns
mtuberculosis / sepidermidis,C->G,2.6280390507135816,0.688443459440244,Inf,1,3.6884816847639126,0.020529259833238462,TRUE,*
mtuberculosis / spneumoniae,C->G,6.552477062501885,1.7682195277879917,Inf,1,6.966119853807735,2.964794692770318e-10,TRUE,***
nmeningitidis / paeruginosa,C->G,0.19511387179174394,0.054531450415755564,Inf,1,-5.847077431099637,4.5525904619547365e-7,TRUE,***
nmeningitidis / sagalactiae,C->G,0.241420521376786,0.069306516024494,Inf,1,-4.950623365584717,6.731829293944026e-5,TRUE,***
nmeningitidis / saureus,C->G,0.1130093034293527,0.03178827010280008,Inf,1,-7.751051041657325,8.293288873430101e-13,TRUE,***
nmeningitidis / sepidermidis,C->G,0.15388846509333345,0.043512180934610685,Inf,1,-6.61898440185348,3.2912425762532294e-9,TRUE,***
nmeningitidis / spneumoniae,C->G,0.38368936619640254,0.11129609122675026,Inf,1,-3.3024024423936895,0.08723298858136824,FALSE,ns
paeruginosa / sagalactiae,C->G,1.2373314063208574,0.3307189059715455,Inf,1,0.7967441262395103,1,FALSE,ns
paeruginosa / saureus,C->G,0.5791966629106408,0.15119667902582729,Inf,1,-2.092023083749291,1,FALSE,ns
paeruginosa / sepidermidis,C->G,0.7887110418145323,0.20713314750801437,Inf,1,-0.9037892562747868,1,FALSE,ns
paeruginosa / spneumoniae,C->G,1.9664894283166903,0.5319283875912667,Inf,1,2.5000326792252285,1,FALSE,ns
sagalactiae / saureus,C->G,0.4681014802920528,0.12599884936723307,Inf,1,-2.820040589495396,0.43695993533034344,FALSE,ns
sagalactiae / sepidermidis,C->G,0.6374290976414515,0.17255098833978363,Inf,1,-1.663520560544629,1,FALSE,ns
sagalactiae / spneumoniae,C->G,1.5892988881321193,0.44235830596296344,Inf,1,1.6645126568081572,1,FALSE,ns
saureus / sepidermidis,C->G,1.3617327107014352,0.36023600038526127,Inf,1,1.1671398395831738,1,FALSE,ns
saureus / spneumoniae,C->G,3.395201585648781,0.9247164935204142,Inf,1,4.488045025953352,6.541056271993042e-4,TRUE,***
sepidermidis / spneumoniae,C->G,2.493295166494088,0.682838972126767,Inf,1,3.335907163136183,0.07736961115795374,FALSE,ns
styphimurium / bpertussis,C->T,1.2722557059700463,0.33056401155206344,Inf,1,0.9267443301696574,1,FALSE,ns
styphimurium / cjejuni,C->T,0.12662904732288843,0.03283547851318229,Inf,1,-7.969370222316716,1.4513136033916762e-13,TRUE,***
styphimurium / ecoli,C->T,0.08373914539971568,0.021595125803594063,Inf,1,-9.61685347764036,6.17669028686331e-20,TRUE,***
styphimurium / hinfluenzae,C->T,0.24125773133929773,0.062520130222329,Inf,1,-5.486902088997221,3.7222976872695705e-6,TRUE,***
styphimurium / kpneumoniae,C->T,0.06049174575511253,0.01559629111228961,Inf,1,-10.880431069992358,1.3002593538643435e-25,TRUE,***
styphimurium / lmonocytogenesA,C->T,0.15008098415452006,0.038766012607529855,Inf,1,-7.34253045987923,1.907294502283314e-11,TRUE,***
styphimurium / mtuberculosis,C->T,0.11922466295298671,0.03075193773507514,Inf,1,-8.245351382826515,1.4985477936571943e-14,TRUE,***
styphimurium / nmeningitidis,C->T,0.24735281321298722,0.0639354092666394,Inf,1,-5.4044689161703605,5.915063153560173e-6,TRUE,***
styphimurium / paeruginosa,C->T,0.3619279108112454,0.09340349483735626,Inf,1,-3.93808645317716,0.007474194311617502,TRUE,**
styphimurium / sagalactiae,C->T,0.09790022239120176,0.025284190973811498,Inf,1,-8.99776343453231,2.0962991710933057e-17,TRUE,***
styphimurium / saureus,C->T,0.07732879502340446,0.019953494872559305,Inf,1,-9.91994927214127,3.1024575653206404e-21,TRUE,***
styphimurium / sepidermidis,C->T,0.09058911261167679,0.02338225609526227,Inf,1,-9.303748043995217,1.2337792420769436e-18,TRUE,***
styphimurium / spneumoniae,C->T,0.18637142012620764,0.048193519766306404,Inf,1,-6.4968598107376225,7.463257533705509e-9,TRUE,***
bpertussis / cjejuni,C->T,0.09953112941736712,0.025870151843557215,Inf,1,-8.876896662089809,6.256397478835366e-17,TRUE,***
bpertussis / ecoli,C->T,0.06581943001455652,0.017014672310622123,Inf,1,-10.525277686437695,6.012038232363684e-24,TRUE,***
bpertussis / hinfluenzae,C->T,0.18962990710687988,0.04925804578374796,Inf,1,-6.400863689925276,1.405954198065083e-8,TRUE,***
bpertussis / kpneumoniae,C->T,0.04754684570975446,0.01228824030108255,Inf,1,-11.78603137647416,4.192781659655545e-30,TRUE,***
bpertussis / lmonocytogenesA,C->T,0.11796448107897382,0.03054326572577059,Inf,1,-8.254976616700043,1.382581045739343e-14,TRUE,***
bpertussis / mtuberculosis,C->T,0.09371124247549154,0.024229247556906967,Inf,1,-9.156901961739372,4.860178701274954e-18,TRUE,***
bpertussis / nmeningitidis,C->T,0.19442067506735225,0.05037376302535607,Inf,1,-6.320924924657254,2.366021190428997e-8,TRUE,***
bpertussis / paeruginosa,C->T,0.28447733353672744,0.0735917945679957,Inf,1,-4.859467575792063,1.0710868902975389e-4,TRUE,***
bpertussis / sagalactiae,C->T,0.07695011461281409,0.01992111844358754,Inf,1,-9.906376750414559,3.5540357116150115e-21,TRUE,***
bpertussis / saureus,C->T,0.0607808592726603,0.015721196579350682,Inf,1,-10.827140379770139,2.3298393960176895e-25,TRUE,***
bpertussis / sepidermidis,C->T,0.07120354201328268,0.018422662026436602,Inf,1,-10.212145440737315,1.5920715744719672e-22,TRUE,***
bpertussis / spneumoniae,C->T,0.14648896385503463,0.0379708742392133,Inf,1,-7.410331392568485,1.1464562336075731e-11,TRUE,***
cjejuni / ecoli,C->T,0.6612949174780663,0.17060215446078797,Inf,1,-1.603039921331592,1,FALSE,ns
cjejuni / hinfluenzae,C->T,1.9052321441234596,0.49390866498312,Inf,1,2.486532600845891,1,FALSE,ns
cjejuni / kpneumoniae,C->T,0.47770829074363996,0.12321120436697651,Inf,1,-2.8642637791460004,0.38036160056866286,FALSE,ns
cjejuni / lmonocytogenesA,C->T,1.1852018737204275,0.306252208428889,Inf,1,0.6575669982562696,1,FALSE,ns
cjejuni / mtuberculosis,C->T,0.9415269677341765,0.24294120014912174,Inf,1,-0.23350981189301737,1,FALSE,ns
cjejuni / nmeningitidis,C->T,1.953365506906706,0.5050906790772733,Inf,1,2.589402902427135,0.87489704345265,FALSE,ns
cjejuni / paeruginosa,C->T,2.8581744746793682,0.7378899442929472,Inf,1,4.067824241495976,0.004318327810924434,TRUE,**
cjejuni / sagalactiae,C->T,0.7731261070105683,0.19974560431095734,Inf,1,-0.9959442113508808,1,FALSE,ns
