contrast,mutation_class,ratio,SE,df,null,z.ratio,p_value_bonferroni,significant,sig_label
cjejuni / saureus,C->A,0.19585717847196757,0.05305519112191747,Inf,1,-6.0186303438958015,1.6006812979875121e-7,TRUE,***
cjejuni / sepidermidis,C->A,0.21586404929106462,0.05851595921546092,Inf,1,-5.655595075881664,1.4132957739755375e-6,TRUE,***
cjejuni / spneumoniae,C->A,0.545067364712235,0.14886801753992154,Inf,1,-2.2219137049660156,1,FALSE,ns
ecoli / hinfluenzae,C->A,2.62168072504997,0.6882422131156173,Inf,1,3.6714063154534644,0.021950974460888926,TRUE,*
ecoli / kpneumoniae,C->A,0.4963167050024381,0.12763342957649637,Inf,1,-2.7241312937359035,0.5866849293159077,FALSE,ns
ecoli / lmonocytogenesA,C->A,1.421959489044904,0.3681472828079318,Inf,1,1.3597294608980048,1,FALSE,ns
ecoli / mtuberculosis,C->A,1.1830289123752555,0.3047711201532479,Inf,1,0.6524278366908678,1,FALSE,ns
ecoli / nmeningitidis,C->A,4.514349941589775,1.182456772014713,Inf,1,5.754379074754212,7.913435185961975e-7,TRUE,***
ecoli / paeruginosa,C->A,3.145812338894531,0.8115967475224227,Inf,1,4.442265113212209,8.100527426746519e-4,TRUE,***
ecoli / sagalactiae,C->A,0.7657899209176547,0.19792416040178837,Inf,1,-1.0324613735996235,1,FALSE,ns
ecoli / saureus,C->A,0.7116490489450505,0.18355425062360117,Inf,1,-1.31885771810965,1,FALSE,ns
ecoli / sepidermidis,C->A,0.7843442174441451,0.2024617455165286,Inf,1,-0.94103178509342,1,FALSE,ns
ecoli / spneumoniae,C->A,1.9805078105113492,0.5154839529739281,Inf,1,2.625467784387215,0.78742297136797,FALSE,ns
hinfluenzae / kpneumoniae,C->A,0.18931241331569018,0.0496261093666448,Inf,1,-6.349145191678675,1.9702830035763097e-8,TRUE,***
hinfluenzae / lmonocytogenesA,C->A,0.5423846906521392,0.1431050967274355,Inf,1,-2.318715320255191,1,FALSE,ns
hinfluenzae / mtuberculosis,C->A,0.4512482778972664,0.11849217405512995,Inf,1,-3.0303707231291384,0.22227089124691046,FALSE,ns
hinfluenzae / nmeningitidis,C->A,1.7219297141926886,0.4594428289616895,Inf,1,2.0367607205941898,1,FALSE,ns
hinfluenzae / paeruginosa,C->A,1.1999219847163394,0.3155237888019983,Inf,1,0.6931129737238299,1,FALSE,ns
hinfluenzae / sagalactiae,C->A,0.2920988484984413,0.07694154762405934,Inf,1,-4.672056382029797,2.7136115468707334e-4,TRUE,***
hinfluenzae / saureus,C->A,0.2714476412574939,0.07136100851482846,Inf,1,-4.960186711126355,6.40871650521143e-5,TRUE,***
hinfluenzae / sepidermidis,C->A,0.2991761010216816,0.07870942207465469,Inf,1,-4.586778131644088,4.0962612679009384e-4,TRUE,***
hinfluenzae / spneumoniae,C->A,0.7554344019039925,0.2003374040058407,Inf,1,-1.0575703143787005,1,FALSE,ns
kpneumoniae / lmonocytogenesA,C->A,2.865024438453908,0.7406518967800692,Inf,1,4.071627302973516,0.004248411059061469,TRUE,**
kpneumoniae / mtuberculosis,C->A,2.3836169535527603,0.6131400694934308,Inf,1,3.3768060944729967,0.06673278166626005,FALSE,ns
kpneumoniae / nmeningitidis,C->A,9.095704206787877,2.378991621485273,Inf,1,8.441188238056347,2.8585629006955307e-15,TRUE,***
kpneumoniae / paeruginosa,C->A,6.338316456382579,1.6327817130006572,Inf,1,7.16839163357848,6.905440753986558e-11,TRUE,***
kpneumoniae / sagalactiae,C->A,1.5429460930876644,0.398188799162246,Inf,1,1.6805241714381112,1,FALSE,ns
kpneumoniae / saureus,C->A,1.4338607622355863,0.36927668655347906,Inf,1,1.3992795629156474,1,FALSE,ns
kpneumoniae / sepidermidis,C->A,1.5803300786345524,0.4073159838994542,Inf,1,1.7755560454005448,1,FALSE,ns
kpneumoniae / spneumoniae,C->A,3.990411345315528,1.0370857803758466,Inf,1,5.324832042201639,9.195218994270117e-6,TRUE,***
lmonocytogenesA / mtuberculosis,C->A,0.8319708975463623,0.21545595277287358,Inf,1,-0.7103426418206472,1,FALSE,ns
lmonocytogenesA / nmeningitidis,C->A,3.1747387857174156,0.8357857399196592,Inf,1,4.388132712883481,0.0010403848721211321,TRUE,**
lmonocytogenesA / paeruginosa,C->A,2.2123079898763485,0.5737441696923745,Inf,1,3.0617354657906066,0.2002526307499349,FALSE,ns
lmonocytogenesA / sagalactiae,C->A,0.5385455259572953,0.13991636958251852,Inf,1,-2.3821144232682725,1,FALSE,ns
lmonocytogenesA / saureus,C->A,0.5004706916250111,0.12976087740870768,Inf,1,-2.669748715211652,0.6907630876360915,FALSE,ns
lmonocytogenesA / sepidermidis,C->A,0.551593926189114,0.14312607007824282,Inf,1,-2.292852900176227,1,FALSE,ns
lmonocytogenesA / spneumoniae,C->A,1.3928018524927237,0.3643785311031422,Inf,1,1.26642901306498,1,FALSE,ns
mtuberculosis / nmeningitidis,C->A,3.8159252866660522,0.999777035948184,Inf,1,5.111362588892359,2.9105751877342006e-5,TRUE,***
mtuberculosis / paeruginosa,C->A,2.65911703931094,0.6862175288265122,Inf,1,3.7897616131183924,0.013722065320137625,TRUE,*
mtuberculosis / sagalactiae,C->A,0.6473129379231494,0.16734774998683216,Inf,1,-1.6823223220731265,1,FALSE,ns
mtuberculosis / saureus,C->A,0.6015483150925023,0.1551979722655483,Inf,1,-1.969974077045592,1,FALSE,ns
mtuberculosis / sepidermidis,C->A,0.6629966598782091,0.1711844786289588,Inf,1,-1.591744187577261,1,FALSE,ns
mtuberculosis / spneumoniae,C->A,1.6740992462601234,0.4358474289027313,Inf,1,1.9791832244434218,1,FALSE,ns
nmeningitidis / paeruginosa,C->A,0.6968472492379935,0.18283056421044347,Inf,1,-1.3766494395384143,1,FALSE,ns
nmeningitidis / sagalactiae,C->A,0.16963459431059832,0.044584222697116045,Inf,1,-6.750150042078472,1.3440003116665806e-9,TRUE,***
nmeningitidis / saureus,C->A,0.15764153380950258,0.04135013370884283,Inf,1,-7.043071555479978,1.7112331039763186e-10,TRUE,***
